TransactionID,DateOfSale,CustomerID,Region,Product,Category,SalesAmount,QuantitySold,Discount,CostOfGoodsSold
c3c0b598,2023-11-12,cbcf59, WEST ,product a  ,Apparel,281.32,1,5,162.75
130aaeb5,2023-02-14,38fb7f, WEST ,product a  ,Toys,275.44,1,5,209.65
0f299d00,2023-03-23,e949eb, EAST ,,Home Goods,,2,10,269.46
7f8b4324,2023-08-20,50fb21, SOUTH ,product b  ,Apparel,418.49,2,0,48.33
3281c45f,2023-07-05,e5c4fc, SOUTH ,product d  ,Apparel,225.82,2,10,72.77
ced736c4,2023-04-06,07ce40, EAST ,product a  ,Electronics,158.14,3,0,36.66
72e3d5fa,2023-01-31,3e4b18, SOUTH ,,Electronics,137.07,2,5,46.19
d0ab5ef5,2023-11-14,ee4504, EAST ,product a  ,Apparel,105.37,4,10,156.21
63cc32e3,2023-01-12,0e7831, EAST ,product d  ,Toys,38.25,4,10,99.75
c26e45a7,2023-10-22,edcb0a, SOUTH ,product b  ,Electronics,177.8,3,0,129.84
4e45d528,2023-12-08,2715f6, SOUTH ,product c  ,Sports,142.42,2,15,294.83
4951d740,2023-03-31,da666c, SOUTH ,,Home Goods,483.54,2,0,51.23
79ac9422,2023-07-13,83d4f3, EAST ,product b  ,Electronics,283.28,1,15,164.54
6bb43781,2023-08-19,537245, WEST ,product b  ,Electronics,180.17,4,5,34.17
58d32494,2023-11-05,8d09ca, NORTH ,product b  ,Apparel,294.43,3,0,98.96
1a112871,2023-04-06,dbbe2a, NORTH ,product c  ,Home Goods,78.21,2,20,160.62
1a83b00d,2023-05-18,cbf63d, NORTH ,product d  ,Home Goods,227.58,1,5,284.26
851e0168,2023-11-28,97fb2f, WEST ,product a  ,Electronics,316.85,3,0,120.41
73ea6c38,2023-09-13,40907b, WEST ,product c  ,Electronics,249.56,3,20,24.15
aa2529ec,2023-06-19,d0c1b5,,product e  ,Electronics,206.87,4,0,119.51
3f9c4905,2023-10-03,409eac, EAST ,product b  ,Apparel,496.99,2,0,47.99
41c4e393,2023-10-02,d0e228, NORTH ,product c  ,Home Goods,441.35,3,10,72.85
255b56ad,2023-01-27,26edd0, SOUTH ,,Electronics,3154.7000000000003,1,5,187.34
5f3de00e,2023-10-30,dfa25c, SOUTH ,,Sports,288.99,1,10,24.89
6bdc1241,2023-08-18,3a539b,,product d  ,Electronics,314.12,3,5,142.09
377ae988,2023-01-28,1af599, EAST ,product d  ,Home Goods,108.64,1,5,184.79
cf3b7bb4,2023-07-09,339ba1, EAST ,product a  ,Apparel,203.62,3,15,129.45
a80badab,2023-04-25,1be420, SOUTH ,product d  ,Home Goods,29.34,1,15,10.64
3b5f783d,2023-08-19,a10017, SOUTH ,product a  ,Electronics,243.02,3,15,295.73
7f5d7722,2023-11-08,002468, NORTH ,product e  ,Apparel,276.08,3,0,113.3
fdb6af8d,2023-08-02,4e652e, NORTH ,product c  ,Home Goods,,3,0,234.68
0ed1a4a6,2023-12-03,9a51b2, EAST ,product b  ,Toys,482.37,1,5,101.07
be0b302c,2023-03-10,1a55e8, EAST ,product e  ,Electronics,455.63,3,0,145.13
d0d8e9c5,2023-08-02,cd6178, WEST ,product a  ,Apparel,363.85,4,5,119.6
925d4f68,2023-02-02,d7924c, SOUTH ,,Apparel,271.36,3,20,106.05
9645eefe,2023-07-08,42783a, SOUTH ,product b  ,Electronics,436.28,2,0,11.45
7aee7948,2023-10-08,a15489, WEST ,product d  ,Apparel,74.02,2,20,111.21
60e5bd6d,2023-09-07,20183f, WEST ,,Sports,397.35,4,10,267.4
ed89e443,2023-04-26,b6971b, NORTH ,product c  ,Toys,71.16,3,5,208.67
86d8b171,2023-05-30,d9829c, EAST ,product b  ,Sports,399.16,2,0,47.9
4702883d,2023-03-27,9ce9ba, SOUTH ,product b  ,Home Goods,145.13,3,15,179.39
505a3dfa,2023-06-18,534b8a, WEST ,,Toys,439.77,2,5,268.21
38e34670,2023-11-12,df0d89, WEST ,,Home Goods,472.58,1,20,211.51
e77e6cf1,2023-10-31,7369f6, WEST ,product e  ,Electronics,82.91,1,15,48.86
43bf666b,2023-03-17,99b507, WEST ,product c  ,Apparel,236.71,4,0,261.01
5e386eb5,,a1cb74, WEST ,product c  ,Toys,490.68,4,5,93.96
8be92a34,2023-07-24,470715, NORTH ,product b  ,Apparel,,3,15,138.95
deb057bc,2023-04-10,6a484a, NORTH ,product d  ,Apparel,433.14,4,15,160.21
b0a315b3,2023-12-04,b005c6, NORTH ,product c  ,Toys,298.48,3,15,255.9
a4dce9b6,2023-07-25,7a0a6e, NORTH ,product d  ,Electronics,193.91,1,0,279.82
e82fc4ad,2023-12-30,f3de8e, WEST ,product c  ,Apparel,150.03,1,0,279.25
3da7f62b,2023-05-10,de9412,,product d  ,Toys,,2,0,7.35
3a9976b3,2023-10-23,b793be, SOUTH ,product e  ,Apparel,383.28,3,10,276.96
00ec0942,2023-09-08,e7b442, EAST ,product d  ,Toys,199.4,1,10,21.04
9a7e2790,2023-04-22,0df4c6,,product c  ,Apparel,260.52,1,15,83.4
d27a53a1,2023-07-15,ddc4fb, SOUTH ,product e  ,Toys,251.24,3,15,156.92
cd6cab6b,2023-01-27,ee2790, EAST ,product e  ,Home Goods,292.87,2,15,146.58
1ea07949,2023-01-30,86b71c, WEST ,product b  ,Home Goods,,2,5,183.39
b03f64b2,2023-08-31,1a4c74, SOUTH ,product a  ,Electronics,490.56,2,20,146.44
a5f08e7f,2023-11-02,03601d, NORTH ,product a  ,Apparel,209.72,2,15,280.64
06950f71,2023-10-19,ca87fa, SOUTH ,product c  ,Apparel,415.48,1,0,75.96
12770145,2023-04-19,14e61d, NORTH ,product c  ,Apparel,384.62,3,5,85.84
c558e7b7,2023-04-04,8a7f66, WEST ,product b  ,Electronics,291.03,3,5,276.62
a0d3e8c6,2023-12-29,d581e6, NORTH ,product d  ,Home Goods,478.46,1,15,27.64
3b7ffb38,2023-06-08,9c496c, EAST ,product d  ,Toys,108.23,1,15,184.82
9e7f21de,2023-12-12,18bff5, SOUTH ,product d  ,Apparel,63.54,1,10,206.11
d906cac3,2023-08-27,ef1c48, SOUTH ,product c  ,Home Goods,428.44,4,0,154.13
c68b9a90,2023-10-06,32712d, WEST ,product b  ,Electronics,225.18,3,20,209.8
dbce027a,01-15-2023,5ffc45, NORTH ,,Sports,4250.1,3,10,55.96
33c3a527,2023-03-22,bf7cbe, SOUTH ,product c  ,Sports,447.61,3,5,256.53
1fb9b8a2,2023-08-28,14b3ca, EAST ,product a  ,Electronics,40.6,2,10,46.31
aa5ff3e8,2023-12-23,a1462f, EAST ,product d  ,Sports,442.9,1,20,123.24
c63e0bac,2023-04-26,e002a9, WEST ,product a  ,Home Goods,229.68,1,0,27.2
e9bb3e41,2023-11-07,2b65d3, NORTH ,product d  ,Apparel,260.11,1,20,165.84
96cc702d,2023-06-17,96e648, SOUTH ,product e  ,Electronics,317.03,4,15,202.58
9a8b438b,2023-07-01,325998, WEST ,product e  ,Home Goods,463.93,3,10,282.66
99a67798,2023-10-24,f28e3b, SOUTH ,product b  ,Home Goods,19.37,1,20,223.1
b8579d22,2023-04-09,f4692f, EAST ,product a  ,Toys,243.65,4,0,164.63
c23b2d7c,2023-04-21,fe62b7, EAST ,product b  ,Sports,,1,15,280.12
3ce5e9fd,2023-09-01,cd3020, NORTH ,product b  ,Toys,364.13,2,5,146.14
70bffd25,2023-04-17,888abe, EAST ,product e  ,Home Goods,349.34,3,10,170.56
77736583,2023-10-09,2ca2b4, SOUTH ,,Electronics,,4,5,180.85
522913a8,2023-08-06,d6c5cc, WEST ,product c  ,Toys,156.7,1,15,125.94
c1d85ea5,2023-02-09,58b2e6, SOUTH ,product d  ,Toys,185.77,3,10,252.35
d8ae6ba2,2023-04-19,5d35da, SOUTH ,product e  ,Sports,404.17,4,15,59.63
d2d968a8,2023-06-20,cdc11b, EAST ,product a  ,Apparel,146.59,3,20,168.68
43e08f26,2023-06-23,2749b7, NORTH ,product c  ,Toys,113.25,3,20,218.06
5e9c2a94,2023-03-06,8e0a03, SOUTH ,product e  ,Home Goods,479.15,2,20,271.67
effb9bfb,2023-12-13,a051d6, WEST ,product e  ,Home Goods,14.34,3,20,265.76
927b7aef,2023-11-22,c47ca2, SOUTH ,product c  ,Electronics,498.93,4,20,155.08
65cf58f5,2023-12-24,4b71cc, WEST ,product d  ,Home Goods,341.64,3,10,194.73
dd740940,2023-04-16,694b04, WEST ,product c  ,Apparel,415.95,4,20,121.3
2a1aaa9b,2023-10-26,925748, NORTH ,product d  ,Apparel,154.36,3,10,143.11
e226ba19,2023-01-13,92eefa, WEST ,product d  ,Toys,17.01,1,5,272.35
f5dc8d2e,2023-09-17,25f6ad, NORTH ,product a  ,Electronics,371.56,2,10,279.56
d638b34f,2023-12-12,f98da0, NORTH ,product e  ,Toys,418.73,1,15,269.15
b917f66b,2023-09-07,1c5bc9, WEST ,product b  ,Sports,372.83,2,20,45.82
ed6be7d2,2023-05-09,399bce, SOUTH ,product d  ,Home Goods,80.0,4,0,255.77
cf58bae0,2023-07-10,2b42d4, EAST ,product e  ,Apparel,379.18,2,15,284.77
53071c1d,2023-07-15,8bc328, EAST ,product c  ,Apparel,386.77,3,20,111.57
fb598e27,2023-10-21,8e4416, WEST ,product d  ,Apparel,332.68,3,15,158.0
54a73acd,2023-05-09,7403c0, WEST ,product a  ,Toys,385.4,1,5,234.83
873c6af8,2023-03-05,03c0ed, EAST ,product b  ,Electronics,424.5,2,10,170.81
aa94ac10,2023-06-19,68b9ea, WEST ,product d  ,Home Goods,310.67,4,15,298.08
b47caf7b,2023-08-26,def760, SOUTH ,product b  ,Toys,53.42,4,20,139.44
75e2d613,2023-06-22,282dfb, WEST ,product b  ,Home Goods,248.94,3,15,215.61
1498c239,2023-08-05,76e4e5, EAST ,product a  ,Toys,48.05,4,15,238.81
c27db009,2023-08-14,8315f7, NORTH ,product d  ,Toys,209.7,3,5,150.76
c44866b2,2023-08-30,e054d8, SOUTH ,product e  ,Home Goods,209.48,3,15,257.81
adee2d1c,2023-07-29,2845cd, NORTH ,product a  ,Home Goods,42.34,3,0,166.12
0fa8f77d,2023-03-19,6ed6b4, EAST ,product c  ,Sports,180.92,1,10,126.44
4bda935e,2023-06-05,4e6c15, EAST ,product e  ,Sports,64.39,1,15,36.81
cf0e8030,2023-11-03,b225e9, WEST ,product c  ,Electronics,406.04,3,15,121.06
6f2de184,2023-09-06,7454bf, WEST ,product d  ,Sports,474.37,3,20,221.51
a2b7019f,2023-11-23,5e347f, NORTH ,product d  ,Sports,45.44,3,10,276.78
c8a00928,2023-01-09,8cd230, NORTH ,product a  ,Home Goods,478.01,4,5,79.25
9d0af143,2023-03-04,551055, SOUTH ,,Electronics,266.06,3,20,109.79
8447e103,2023-07-01,eedacf, EAST ,product a  ,Home Goods,,3,15,50.42
5cfd1dee,2023-11-06,2eba82, WEST ,product e  ,Home Goods,47.66,2,10,208.76
814ba9b7,2023-03-28,9f94da, NORTH ,product b  ,Toys,255.31,2,10,288.26
75aebc1d,2023-01-31,c128c1, WEST ,product d  ,Toys,,2,15,194.08
eda8fd17,2023-06-17,1bd4bd, SOUTH ,product c  ,Sports,356.47,2,0,187.04
2cbd354a,01-15-2023,4266b5, EAST ,product e  ,Apparel,34.61,3,0,168.28
aa92f72b,2023-03-11,4d2a88, WEST ,product a  ,Home Goods,45.72,2,20,31.09
43351afe,2023-03-17,5822f3, NORTH ,product e  ,Toys,207.41,4,5,220.2
101856c4,2023-05-21,3cf03e, EAST ,product e  ,Toys,154.69,4,10,182.6
ad877cc4,2023-04-11,a71576,,product d  ,Home Goods,123.87,2,0,200.14
e7614238,2023-02-01,aea7a4, NORTH ,product b  ,Apparel,147.69,1,10,270.15
1a846feb,2023-11-14,f6164d, NORTH ,,Home Goods,403.71,4,10,236.27
07657057,2023-06-19,af5162, WEST ,product a  ,Home Goods,465.32,4,5,235.37
b8c9db3f,2023-12-19,9889c7,,,Apparel,208.5,2,10,278.52
709cc4f0,2023-02-04,a2e7c6, NORTH ,product b  ,Home Goods,453.99,2,0,297.03
de1ca9d7,2023-07-13,cce781, EAST ,product b  ,Electronics,167.53,3,10,176.48
9e88b3be,2023-04-07,715364, EAST ,product a  ,Toys,243.45,4,5,37.12
15876869,2023-01-25,37fe41, NORTH ,product e  ,Home Goods,120.75,2,15,140.44
3602dc66,2023-08-05,6cdd43, WEST ,product b  ,Home Goods,323.83,2,10,237.34
e09ab73d,2023-10-28,510f8b, EAST ,product d  ,Home Goods,489.7,3,15,13.18
08e867a5,2023-10-23,32ea3f, EAST ,product c  ,Toys,305.71,4,0,21.78
fb0d34cf,2023-06-27,b3ee7a, NORTH ,,Electronics,185.33,2,5,24.81
79f0c76f,2023-04-30,442646, EAST ,product c  ,Sports,327.43,3,10,220.66
4708ee88,2023-11-29,a04452, SOUTH ,product b  ,Toys,70.23,2,15,152.84
d750693d,2023-11-24,142f02, NORTH ,product c  ,Electronics,445.44,1,0,113.82
db5de036,2023-12-28,a1ff54,,product a  ,Electronics,256.51,1,0,36.16
3288b4c8,2023-11-11,d71e94, NORTH ,,Toys,230.18,2,5,221.01
a3ea496b,2023-03-06,7933fe, WEST ,product b  ,Apparel,297.07,4,10,99.7
98b23d9d,2023-09-10,145778, SOUTH ,product a  ,Home Goods,316.14,1,15,83.27
aad68452,2023-03-12,d8ba77, WEST ,product e  ,Home Goods,45.17,3,0,197.43
2987eb3e,2023-08-18,fc098e, WEST ,product e  ,Sports,344.48,2,10,169.91
4fba54d4,2023-11-23,812965, NORTH ,product a  ,Electronics,128.55,3,5,111.91
bd4224af,2023-04-02,f3b92e, NORTH ,,Apparel,359.84,1,0,194.24
528a1f84,2023-03-30,53531a, NORTH ,product c  ,Apparel,413.04,4,15,85.01
f3acac92,2023-10-15,c9c26d, SOUTH ,product e  ,Toys,403.94,3,10,239.47
399f48c3,2023-06-11,0d1029, SOUTH ,product d  ,Home Goods,280.73,1,15,72.65
42a920e5,2023-11-15,843636, NORTH ,product c  ,Sports,264.88,1,20,51.86
20f2e370,2023-03-04,ddc32b, SOUTH ,product a  ,Electronics,80.01,1,0,235.82
fc30694c,2023-09-19,aaa76b, SOUTH ,product c  ,Toys,389.92,3,10,213.83
fa1b64f1,2023-09-19,2101a7, WEST ,product b  ,Apparel,142.99,1,10,58.88
aaeb0683,2023-04-03,630831, EAST ,product a  ,Electronics,253.38,2,20,39.29
1b961cda,2023-02-13,cbd09f,,product c  ,Sports,149.29,1,20,252.33
17008b9d,2023-01-11,b17b1a, SOUTH ,product e  ,Apparel,75.58,2,20,234.1
cc6f3e18,2023-12-23,ab29e5, WEST ,product b  ,Apparel,318.48,4,20,101.54
617bd89a,2023-10-22,a9dc87, EAST ,product c  ,Toys,36.62,2,0,199.17
8b1eae2f,2023-05-24,98a629, SOUTH ,product c  ,Electronics,376.84,4,20,41.63
0d1ac15f,2023-07-21,1f02fd, EAST ,product c  ,Toys,165.62,4,20,154.58
c7b31a98,2023-03-02,ffcdbf, NORTH ,product b  ,Home Goods,10.07,2,5,10.53
ce6168fe,2023-12-07,0a276a, EAST ,product d  ,Home Goods,260.45,4,15,120.52
feb96b66,2023-01-09,b16c01, EAST ,product d  ,Home Goods,32.96,2,0,27.08
e68cc7fe,2023-10-25,ea67a2,,product a  ,Electronics,145.32,3,15,145.17
34493733,2023-06-13,76aa1c, WEST ,product e  ,Toys,356.42,4,10,129.4
b8042d5f,2023-05-11,627988, WEST ,product e  ,Sports,40.72,2,20,136.09
0335010a,2023-12-15,30dfe9, NORTH ,product a  ,Home Goods,421.28,4,20,18.37
14fbda52,2023-01-12,94a5f0, NORTH ,product b  ,Toys,11.87,1,0,111.68
65eae5c8,2023-10-17,50aa09, EAST ,product c  ,Sports,130.94,2,20,228.16
c4482386,2023-07-22,384844, EAST ,product b  ,Home Goods,373.04,1,10,113.83
e9518f73,2023-04-22,30993b, NORTH ,product b  ,Apparel,164.97,4,5,215.98
f3012a10,2023-08-07,71dac4, WEST ,product b  ,Toys,59.93,4,15,114.0
dfe0a8a5,2023-01-08,1263cc, NORTH ,product d  ,Electronics,186.51,3,15,129.86
e3f4f133,2023-12-30,196668, EAST ,product a  ,Sports,142.49,2,15,171.35
b5d4da11,2023-05-02,b02404, NORTH ,product c  ,Electronics,422.93,1,10,285.45
a46fa269,2023-11-30,bf2a82, WEST ,product c  ,Apparel,163.54,3,0,37.11
d249a88b,2023-09-13,6581ef, EAST ,product a  ,Home Goods,396.58,4,10,14.71
2faee2ff,2023-04-17,1bb294, NORTH ,product a  ,Electronics,447.02,4,5,184.35
d96217d0,2023-06-02,816061, NORTH ,product b  ,Sports,222.57,3,0,284.98
81351c54,2023-07-19,10ec0f,,product e  ,Toys,455.87,1,20,296.97
2887315b,2023-12-04,740d2a, WEST ,product e  ,Electronics,194.89,4,15,147.83
de9bf407,2023-11-26,84597a, WEST ,product e  ,Toys,482.4,4,5,143.08
588c5956,2023-12-06,3744e7, EAST ,product a  ,Electronics,53.75,2,15,195.26
b49e3fc7,2023-02-19,d29346, EAST ,product e  ,Home Goods,346.64,3,20,168.91
4a7f0746,2023-12-23,403c49, SOUTH ,product d  ,Apparel,251.97,4,10,192.06
8e353d6c,2023-10-27,671946, EAST ,product b  ,Sports,199.95,1,15,262.83
efd80996,2023-06-16,aac1e4, SOUTH ,product d  ,Toys,320.03,2,15,225.16
c03d60a2,,76dcbf, EAST ,product d  ,Electronics,,3,15,151.58
1ae6747b,2023-08-19,be7a33, WEST ,product d  ,Apparel,12.14,1,0,141.25
7c306dac,2023-04-26,f5cd20, EAST ,product d  ,Electronics,91.81,4,5,193.68
bdd35999,2023-10-05,08f164, WEST ,,Sports,359.39,3,10,139.43
941c0277,2023-08-16,a36bca, EAST ,product b  ,Electronics,336.53,3,15,140.04
7b567058,2023-03-25,690aef, SOUTH ,product d  ,Home Goods,483.36,1,10,9.81
98500127,2023-09-07,4aef1f, SOUTH ,product a  ,Electronics,382.91,3,0,56.35
e6e5695a,2023-08-15,a0432a, EAST ,product a  ,Toys,475.88,1,5,149.11
4fd1b6f7,2023-09-16,6e0ede, SOUTH ,product c  ,Toys,,4,20,247.68
09e35f46,2023-10-05,7aabd6,,product e  ,Apparel,156.05,2,15,87.22
1b915737,2023-07-21,55b01c, WEST ,product e  ,Apparel,61.63,1,0,159.18
3ce6afd1,2023-07-12,620f25,,product c  ,Sports,393.09,2,15,106.76
c86e14d4,2023-06-26,831bd5, EAST ,product a  ,Electronics,325.63,3,20,35.92
4b07be61,2023-05-26,409b41, NORTH ,product a  ,Toys,33.61,1,20,287.7
5ea09b3a,2023-06-26,d54361, WEST ,product e  ,Toys,186.42,4,15,257.13
a1157057,2023-04-12,62f268,,product e  ,Sports,478.83,1,5,28.16
6c8baa8c,2023-02-27,1f9fa1, NORTH ,product c  ,Sports,255.2,1,5,217.34
04864611,2023-03-05,b28adc, SOUTH ,product e  ,Electronics,222.04,1,0,107.54
bfdce981,2023-04-12,5eabd6, NORTH ,product a  ,Sports,234.27,2,0,298.48
9ffdf590,2023-09-28,3be939, EAST ,product b  ,Sports,112.35,2,15,94.21
82523628,2023-04-25,4884b1, EAST ,product b  ,Home Goods,190.67,3,20,75.43
a90f6e7b,2023-09-24,ee1e99, SOUTH ,product b  ,Apparel,191.21,3,20,172.53
73f8e45c,2023-04-23,2d76f6, NORTH ,product e  ,Toys,35.65,3,15,251.36
cf6148a4,2023-08-05,159a08, EAST ,product c  ,Sports,386.11,3,15,61.79
65fc78e7,2023-11-27,e13602, WEST ,product b  ,Apparel,214.09,1,10,214.27
28673992,2023-02-20,0a4e8c, SOUTH ,product b  ,Electronics,412.87,2,0,23.11
20d358cf,2023-05-04,8bd945, EAST ,product e  ,Home Goods,426.67,2,10,276.09
9fd9e251,2023-04-17,226b8c, EAST ,product d  ,Toys,113.88,2,5,28.92
946d2f85,2023-12-12,88f3cc, WEST ,product d  ,Home Goods,332.1,2,10,274.7
a40537f0,2023-05-05,435ff3, EAST ,product e  ,Sports,241.42,3,10,149.79
ff03cf1b,2023-10-25,1f1bea, SOUTH ,,Home Goods,441.28,1,5,137.19
2bd45e35,2023-05-13,cbbf2d, NORTH ,product a  ,Sports,115.71,2,10,292.13
a90105bb,2023-02-24,8967d9, SOUTH ,product a  ,Toys,342.13,4,10,297.16
a0f17c7e,2023-02-03,0e6889, EAST ,product a  ,Home Goods,307.8,1,15,196.8
f1d1e623,2023-09-29,65da98, SOUTH ,product c  ,Toys,154.7,4,10,42.5
16428723,2023-02-05,2935a5, WEST ,product a  ,Home Goods,76.93,1,5,154.32
1d9b7ae0,2023-12-11,8b2528, NORTH ,product a  ,Home Goods,329.3,1,15,161.1
f2b0fd82,2023-06-24,286680, NORTH ,product a  ,Home Goods,371.91,1,10,156.76
017b6659,2023-02-15,f23031, SOUTH ,product c  ,Toys,164.66,4,5,173.0
ff57f6aa,2023-10-10,34dfda, SOUTH ,product a  ,Toys,325.97,2,10,10.52
7d9898fb,2023-04-25,f4d8ec, WEST ,product c  ,Toys,203.61,2,20,214.81
aaf32e7f,2023-12-19,7a0573, SOUTH ,product e  ,Electronics,359.47,4,15,215.16
fa626e05,2023-06-25,6a472d,,product e  ,Toys,107.62,2,0,39.06
1156730a,2023-11-04,d939f2, SOUTH ,product a  ,Sports,446.21,3,0,173.22
587bb3fb,2023-10-18,b4bfdf, NORTH ,product a  ,Toys,150.83,2,15,172.67
e8cad768,2023-11-10,5b6bdd, SOUTH ,product a  ,Home Goods,190.22,3,10,206.32
5cbcf739,2023-07-03,89d082, NORTH ,product e  ,Home Goods,38.47,3,20,30.19
510ef20b,2023-04-19,6d28bc, EAST ,product c  ,Apparel,64.64,3,5,189.82
5e653fce,2023-11-21,a20967, SOUTH ,product c  ,Home Goods,262.77,4,5,87.82
8567bbbe,2023-09-14,d21435, SOUTH ,product c  ,Sports,141.12,2,0,154.57
e0212b73,2023-08-12,459ad0, SOUTH ,product a  ,Apparel,4193.9,2,0,233.13
547f48c9,2023-03-26,5ebbc4, WEST ,product c  ,Sports,17.2,4,20,213.17
711e0217,2023-06-25,e15337, NORTH ,product a  ,Home Goods,195.76,4,20,40.08
de817ed8,2023-03-03,131f2b, NORTH ,,Electronics,175.3,2,0,179.4
a4c09405,2023-08-05,a4925e, EAST ,product d  ,Home Goods,19.47,4,15,290.89
8c7cd50d,2023-12-24,91a9b2, NORTH ,product c  ,Toys,70.94,4,10,51.25
6d89c59d,2023-12-14,c33b8a, WEST ,product b  ,Apparel,212.68,3,0,256.61
82662b65,2023-06-02,bd2583, EAST ,product e  ,Home Goods,251.5,4,10,212.25
6c26fa83,2023-04-17,7d5dbe, EAST ,product d  ,Home Goods,208.1,3,0,233.33
f1a6643a,2023-02-21,fcc1f8, NORTH ,product c  ,Home Goods,270.16,1,10,88.18
216a63a2,2023-04-03,5101a9, EAST ,product c  ,Apparel,301.61,3,0,89.93
aa667541,2023-08-23,557f85, SOUTH ,product b  ,Sports,14.86,3,20,272.28
2f1e96e1,2023-11-01,8c8fee, SOUTH ,product d  ,Toys,,4,0,111.15
a801e6fe,2023-04-26,11875e, SOUTH ,product e  ,Sports,482.11,2,20,23.59
1c9ca74e,2023-10-22,90d877, SOUTH ,,Toys,264.33,1,10,182.18
cabf7ac4,2023-12-07,ccd2f1, EAST ,product e  ,Electronics,342.0,1,15,41.82
7ef09b5c,2023-09-04,3f9f5f, SOUTH ,product d  ,Home Goods,162.81,1,20,240.0
e444ef53,2023-01-17,8aa0ec, NORTH ,product b  ,Toys,389.26,2,10,194.32
9e423fea,2023-11-14,4d4408, SOUTH ,product d  ,Toys,388.73,1,20,263.04
2859f8f1,2023-10-01,bebedd, SOUTH ,product a  ,Electronics,265.44,1,10,236.53
41abffc1,2023-11-12,ce16bc, NORTH ,product c  ,Electronics,488.25,2,0,38.07
b19c3780,2023-11-25,f2d27f, NORTH ,product d  ,Home Goods,71.52,1,5,117.42
c0c89118,2023-05-18,c994dc, NORTH ,product a  ,Sports,18.3,4,15,233.5
8895c99f,2023-07-24,3736bd, SOUTH ,product b  ,Sports,387.38,4,0,128.12
b8ca2e03,2023-04-05,cb8134, EAST ,product c  ,Sports,405.51,3,5,291.85
f52f7f0d,2023-11-14,c73c85, SOUTH ,,Apparel,68.9,3,10,222.04
659868ff,2023-08-21,49ade4, NORTH ,,Toys,140.14,3,0,9.57
85d8a3ae,2023-10-25,be4086, NORTH ,product e  ,Sports,18.6,4,15,264.6
d64bbc52,2023-12-26,7ae86d, SOUTH ,product c  ,Home Goods,153.72,4,5,34.74
21641c8c,2023-07-15,8b7748,,product c  ,Sports,388.84,4,20,46.45
ea895f86,2023-01-23,d240e6, EAST ,product a  ,Apparel,263.8,3,10,221.68
cef367bf,2023-08-27,25698c, NORTH ,product c  ,Electronics,180.57,3,20,260.17
c85e65c5,2023-08-12,e1865c, NORTH ,product b  ,Electronics,192.15,3,10,163.22
796f7edf,2023-09-05,ee6b00, WEST ,product a  ,Toys,10.66,3,20,90.27
66799700,2023-08-02,1f4068, SOUTH ,product a  ,Sports,156.9,3,15,108.64
d924de36,2023-10-22,982852, NORTH ,product d  ,Apparel,326.76,3,10,106.15
6ed01880,2023-12-08,0dd514, WEST ,product c  ,Sports,4873.6,4,15,101.37
325fe856,2023-04-03,a90ac5, EAST ,product d  ,Home Goods,425.06,2,5,76.66
15d49877,2023-09-13,b376d9, EAST ,product c  ,Electronics,,2,15,184.62
8b627eee,2023-03-31,29e863, NORTH ,product c  ,Sports,4502.900000000001,3,10,270.62
f03065cb,2023-08-25,b6bc3d, WEST ,product c  ,Home Goods,393.77,2,5,95.59
32e30c82,2023-02-20,cce832, EAST ,product c  ,Electronics,392.38,2,20,60.07
621da9cc,2023-09-22,3afeb8,,product c  ,Home Goods,234.42,4,10,252.38
2bef9e76,2023-10-08,cee631,,product e  ,Sports,205.02,3,5,223.83
69e4ada0,2023-04-20,65a115, NORTH ,product b  ,Apparel,158.43,3,15,279.6
4df2f4a0,2023-01-08,902b58, EAST ,product b  ,Home Goods,42.19,2,10,53.83
123ff829,2023-12-04,22b243, WEST ,,Home Goods,121.84,3,15,47.55
2d79e79a,2023-12-17,443140, EAST ,product c  ,Home Goods,,3,15,164.72
571c0d84,2023-10-13,b0d976, EAST ,product d  ,Apparel,247.2,3,15,186.26
c6733890,2023-05-03,b24868, SOUTH ,product b  ,Electronics,376.25,3,5,146.65
aa0fdd55,2023-12-17,dc386b, WEST ,product b  ,Apparel,242.17,2,10,181.7
17ae3bcb,2023-09-20,a82b62, SOUTH ,product e  ,Home Goods,38.34,1,0,58.21
6278d95b,2023-10-27,045081, SOUTH ,product a  ,Toys,479.32,2,15,146.49
79872b7f,2023-01-29,036b1a,,product b  ,Apparel,471.93,4,15,199.14
e0b91937,2023-03-05,5ce0ef, EAST ,product b  ,Toys,394.74,1,10,132.65
4346fa87,2023-08-30,6243fe, EAST ,product e  ,Toys,495.75,1,0,205.44
1d2c5651,2024-02-30,e9ba90, SOUTH ,product b  ,Toys,276.8,1,20,138.1
ab6154b9,2023-04-24,31f05f, EAST ,product b  ,Apparel,481.76,2,5,103.41
6905b6ef,2023-11-15,dd66e5, SOUTH ,product c  ,Apparel,47.05,4,10,94.56
4210b496,2023-11-16,b62f4a, NORTH ,product a  ,Apparel,189.18,2,15,126.22
e592f3d6,2023-02-06,b859d5, EAST ,product a  ,Electronics,120.44,4,5,11.81
102a7963,2023-06-12,439a59, WEST ,product b  ,Apparel,105.96,2,20,202.21
9fdb2972,2023-03-07,0d71db, EAST ,product e  ,Sports,78.99,2,15,254.31
3505877e,2023-03-15,a4fee1, SOUTH ,product b  ,Home Goods,314.98,2,20,109.61
2e01954e,2023-10-24,f7df67, NORTH ,product c  ,Toys,392.85,1,15,18.58
